,Day,[Oddish] Wall Hours: Total,[Ekans] Wall Hours: Total,[Pidgeotto] Wall Hours: Total,[Golduck] Wall Hours: Total,[Wigglytuff] Wall Hours: Total,[Clefable] Wall Hours: Total,[Nidorina] Wall Hours: Total,[Arbok] Wall Hours: Total,[Weedle] Wall Hours: Total,[Jigglypuff] Wall Hours: Total,[Meowth] Wall Hours: Total,[Zubat] Wall Hours: Total,[Wartortle] Wall Hours: Total,[Persian] Wall Hours: Total,[Golbat] Wall Hours: Total,[Paras] Wall Hours: Total,[Blastoise] Wall Hours: Total,[Squirtle] Wall Hours: Total,[Fearow] Wall Hours: Total,[Nidoking] Wall Hours: Total,[Ninetales] Wall Hours: Total,[Spearow] Wall Hours: Total,[Caterpie] Wall Hours: Total,[Sandshrew] Wall Hours: Total,[Dugtrio] Wall Hours: Total,[Nidorino] Wall Hours: Total,[Kakuna] Wall Hours: Total,[Mankey] Wall Hours: Total,[Clefairy] Wall Hours: Total,[Pidgeot] Wall Hours: Total,[Vileplume] Wall Hours: Total,[Primeape] Wall Hours: Total,[Pidgey] Wall Hours: Total,[Raticate] Wall Hours: Total,[Gloom] Wall Hours: Total,[Bulbasaur] Wall Hours: Total,[Rattata] Wall Hours: Total,[Diglett] Wall Hours: Total,[Sandslash] Wall Hours: Total,[Venonat] Wall Hours: Total,[Vulpix] Wall Hours: Total,[Pikachu] Wall Hours: Total,[Parasect] Wall Hours: Total,[Ivysaur] Wall Hours: Total,[Metapod] Wall Hours: Total,[Venusaur] Wall Hours: Total,[Raichu] Wall Hours: Total,[Venomoth] Wall Hours: Total,[Butterfree] Wall Hours: Total,[Charizard] Wall Hours: Total,[Charmeleon] Wall Hours: Total,[Charmander] Wall Hours: Total,[Beedrill] Wall Hours: Total,[Nidoqueen] Wall Hours: Total,[Psyduck] Wall Hours: Total
0,1.4984352e+18,318.65355955092804,34.52397706669438,40.7766625,15.011717952458827,34.62362266112697,6.741783207884307,0.8481824058828774,0.5545335423235696,7.805469410567254,0.0,0.0,2.0616089540535545,2.615754582326639,4.0456875,4.3313732680261765,3.678107079547399,6.282942547787661,7.596316935157644,4.7156625,0.0,2.2220128726067037,0.0,0.0,3.3832696067242027,1.39524748496531,3.0,0.45121663996928485,0.0,1.1295125,0.0,0.90035,0.0,0.0,3.0,0.0,0.0,6.803387547766696,4.703548246906674,0.0,1.90760408012696,0.0,1.087364140987815,0.0,2.607338672946916,0.0,0.20016723117661556,0.0,0.0,5.728146996967302,1.776870177380799,0.0,0.0,2.6585021378005287,0.0,1.3082359226192735
1,1.4985216e+18,283.7156690933524,45.52351993771343,54.2530625,30.166266456408415,27.10078972419443,10.810550597478162,3.856742841908341,0.0,2.88035,4.019903289822424,0.0,1.4979979811784134,3.3087288770554566,8.882355480907007,0.8526058340553673,3.0,6.255372495938266,0.2518375,12.80747967087462,1.7167607599233234,3.534380405564334,0.0,0.0,1.3727875,0.0,4.068692301153904,2.4732448694222406,1.2112851792152686,4.490426653673461,0.0,4.264978278034494,3.8658287463372436,0.31875723862415606,0.5395125,0.5527919908457523,0.0,0.0,2.5230185240888665,5.648656870126586,0.6582819638434532,0.0,3.9591326101714093,2.6013639744923247,4.274465146315155,0.45468967282679557,0.5439128834431071,3.932458359765296,0.0,6.81785550068524,0.0,0.0,0.0,0.0,0.0,0.0
2,1.498608e+18,215.2526125,34.2150625,57.65796156320713,39.240275,29.90103281164489,9.230674508457955,4.855381182111146,1.0700312595453993,3.0,3.894894712817442,1.4963498191438527,3.947087954220379,0.9456660122142407,8.94937716244645,4.469584300744962,3.0,0.0,2.7470120824057243,5.493195517656076,0.0,0.7928178850149994,0.0,0.0,2.9999625,0.0,4.18924255700213,0.28153523330018854,0.0,0.0,0.9874288741574313,2.3936215928523774,3.3874656394274973,2.524226901413984,0.0,0.0,0.0,0.0,0.0,0.8257607390168293,0.5107973493480301,1.2955383567836751,0.0,6.2754260465058,0.0,0.0,3.8318431813288756,1.383825785177557,0.0,10.819233226041892,3.5773745377616004,0.0,0.0,0.0,1.9956012314291014,0.0
3,1.4986944e+18,172.319275,31.7693,55.8842625,15.834384984315609,21.0,9.03912712690034,1.0545002525439215,4.254332624130632,8.793461780216166,0.0,0.0,3.558740455335777,6.35486094548854,3.0,8.372471190537832,3.0,0.0,4.340292800092359,4.010811197008336,1.3735602855389895,3.1657577275172746,0.0,0.0,5.232094654063632,0.0,9.219041812132916,0.0,0.0,0.0,0.0,0.40835844821113365,2.148009089519974,3.275600941190226,0.0,3.7316616446390904,0.0,0.0,2.595181796656253,0.0,0.0,4.348614534190521,1.77894945818262,0.0,7.2692677862124535,5.060377080732997,0.0,2.6929521466574324,2.418653233279813,0.6048492356685584,0.0,0.0,0.0,0.0,0.0,0.0
4,1.4987808e+18,157.6331638020496,36.244925,30.3751125,10.5566375,24.0826125,6.4102875,0.0,6.283618275885885,11.305894594775765,2.230249168429186,2.4833303201485637,4.466960456055386,2.235858999894637,1.729275,5.9999625,8.43980306658322,0.9126,0.0,7.130699880344234,9.306913870751053,3.0887984558536137,0.5752024685769159,0.0,2.509268251095152,0.0,3.84206593868607,1.432766088297967,0.0,3.5509209343208896,5.034630819466919,5.790518778776362,0.0,1.7484262138688111,0.5882044081206104,0.0,0.41681654941884616,1.2648246652947372,3.4264927107420915,0.0,0.0,0.27335536019836415,0.0,0.0,0.0,0.3534802185395473,0.0,0.0,0.0,0.0,0.0,0.0,0.19648332403833912,0.0,0.0,0.0
5,1.4988672e+18,149.81257884196114,48.7688375,30.054401635886677,5.7489,24.496108973060952,6.67329539612132,0.3085229101654683,0.13135,3.3882,11.279108062268016,0.0,4.2244323772302526,0.0,0.44525,15.72554414295884,3.0,6.558608076223444,0.0,0.0,0.0,3.8781893033269386,0.0,1.736619366682979,0.293025,2.1597386465131394,1.859825,6.024500028877038,0.0,0.592675,0.0,0.0,9.160494494379991,0.0,0.0,0.0,0.0,0.0,0.0,0.01809229289882849,0.0,0.41512206591215584,3.2571019711965783,0.0,0.007033467518601283,0.0,0.0,0.0,0.0,0.0,0.0037125,0.0,2.0771695731003503,7.289245308502127,0.5450911317191542,0.0
6,1.4989536e+18,126.56637301076842,53.8130257831264,23.1572125,12.41652440697915,22.06714589971088,2.989,0.0,0.0,12.39660680657762,5.98888704783776,0.0,4.955654903170047,0.0,2.1106913625881445,6.0982,6.116173539565572,6.774748307003877,1.4381887625849419,0.0,0.0,3.865,1.6995981348220264,0.0,0.0,0.0,0.0,2.579516054550659,0.002775,7.8228965434655455,0.0,0.0,4.787724170675836,4.400281959378712,0.0,0.1644608179714997,1.3645413781365545,0.0,2.5614880287067856,0.14627700653228587,0.0,1.1591796325918708,1.6356388927506385,0.0,0.0,6.921415592778293,0.0,3.014244758782487,0.0,0.0,0.0011125,0.0,2.6418635532831307,5.069350726146926,0.0,0.0
7,1.49904e+18,107.016775,48.3365625,13.046534437284825,5.8170375,18.0,3.8315275768112227,2.2930179103468347,2.6114038610056833,4.392231929358974,4.264841642881711,5.234453168644568,5.277425,0.0,2.539234390194968,8.319985331578724,9.742217587623518,6.0880259323400185,0.0,2.2440024208980827,0.0,5.5659456381235035,4.708989312502931,4.284554358359494,1.2775759940754696,1.8190239982158123,0.0,0.742329571038114,1.9349243319168703,0.42971060773706643,0.0,7.544153265167038,0.0,0.7365347144699269,6.122222841169766,0.0,0.0,3.433315554260352,2.2694990793137024,10.5222161593418,1.8833087278675977,3.9346815534532187,0.0,4.362065919587257,0.0,0.0,2.0364016166319874,0.0,0.6170333132184015,0.0,1.5765762202225067,1.5252692188022836,0.709726277559451,0.0,2.7415642855121964,9.238310720971617
8,1.4991264e+18,107.409825,48.97404783513235,11.819902362685045,9.398138278252167,18.0,0.0,0.0,0.02295,0.0,2.248771414916148,5.796084719270331,5.8135125,0.0,9.674178612097283,5.604803124455885,3.0,7.265791703350924,2.4034276650220905,0.4164,0.0,6.692671099738105,0.2124985080149837,0.0,0.0,1.6963351221660745,1.4625996557000676,0.0,0.0,0.36635,3.104608102217288,0.8963290395109296,0.0,0.0,0.0,2.3289082649162833,0.0,5.36887964009155,0.0,0.0,0.0,7.879595323286757,2.0231737954875872,0.0,0.0,6.702693191007534,0.0,5.066290478576763,0.0,0.0,6.794587235175769,5.017729966358519,0.0,5.5332721251028305,0.9895762960058405,0.0
9,1.4992128e+18,105.408276134759,59.57485628691519,18.5490125,14.372834436152813,19.503939701593225,2.2915927828841753,2.4635737584910697,7.900486762404341,0.0,0.0,0.0,4.914375,1.584381037438314,0.0,4.0759445810793045,3.0,3.471075,0.5459,0.0,0.5869457289131436,4.282573856098422,0.0,5.035128379320926,7.321544811065293,0.0,0.3059071955679011,0.0,4.660035430732132,3.14610559378229,6.952913172570912,7.5649512762192375,9.009617872585848,0.0,0.0,2.67980871282148,1.6276528020850005,7.000132542715015,0.06821812109007785,0.8861102905552182,0.0,0.0,4.0495462288787545,0.0,2.032895479316095,0.40099398632930794,0.0,0.0,0.0,0.0,4.6593205438351255,0.0,10.098001714522256,0.0,0.31567947583262035,0.0
